1000020628634,20250311,20250311,N,8600029644,4910052408623,3000000
1012020787815,20250311,20250311,N,9011343546,6908303237359,4560000
1092020706461,20250311,20250311,N,8070003557,320250006334521,288000
1092020706477,20250311,20250311,N,8070003557,320250006334539,160000
1092020706484,20250311,20250311,N,8070003557,320250006334546,12052000
1092020706491,20250311,20250311,N,8070003557,320250006328924,16151000
1092020706501,20250311,20250311,N,8070003557,320250006328931,440000
1095050510910,20250311,20250311,N,8600021538,320250006250446,476000
1095050510928,20250311,20250311,N,8600021538,320250006251405,1981000
1095050510935,20250311,20250311,N,8600021538,320250006251365,71000
1095050510942,20250311,20250311,N,8600021538,320250006250460,250000
1095050510951,20250311,20250311,N,8600021538,320250006251412,9674000
1095050510967,20250311,20250311,N,8600021538,320250006251421,1300000
1095050510974,20250311,20250311,N,8600021538,320250006251397,1894000
1095050510981,20250310,20250311,A,8600021538,320250006250485,4026000
1095050510999,20250311,20250311,N,8600021538,320250006250439,517000
1095050511009,20250311,20250311,N,8600021538,320250006250414,964000
1095050511016,20250311,20250311,N,8600021538,320250006250421,159000
1095050511023,20250311,20250311,N,8600021538,320250006251358,236000
1095050511030,20250311,20250311,N,8600021538,320250006250453,1518000
1095050511048,20250311,20250311,N,8600021538,320250006251381,3408000
1095050511055,20250311,20250311,N,8600021538,320250006251372,62855000
1097020163800,20250311,20250311,N,8904014834,4820250004845186,6215000
1097020163818,20250311,20250311,N,8904014834,4820250004845219,8042000
1097020163825,20250311,20250311,N,8904014834,4820250004845226,2249000
1097020163832,20250311,20250311,N,8904014834,4820250004845233,468000
1097020163841,20250311,20250311,N,8904014834,4820250004845240,113000
1097020163857,20250311,20250311,N,8904014834,4820250004845258,137000
1097020163864,20250311,20250311,N,8904014834,4820250004845265,1542000
1097020163871,20250311,20250311,N,8904014834,4820250004845272,1382000
1097020163889,20250311,20250311,N,8904014834,4820250004845281,14846000
1097020163896,20250311,20250311,N,8904014834,4820250004845297,215000
1097020163904,20250311,20250311,N,8904014834,4820250004845511,219000
1097020163911,20250311,20250311,N,8904014834,4820250004845305,137000
1097020163929,20250311,20250311,N,8904014834,4820250004845312,683000
1097020163936,20250311,20250311,N,8904014834,4820250004845337,187000
1097020163943,20250311,20250311,N,8904014834,4820250004845344,453000
1097020163950,20250310,20250311,A,8904014834,4820250004845369,820000
1097020163968,20250310,20250311,A,8904014834,4820250004845383,878000
1097020163975,20250310,20250311,A,8904014834,4820250004845390,2423000
1136010101271,20250311,20250311,N,910131765,6908303239742,6550000
1146010651611,20250311,20250311,N,9006461457,4910052401221,44165000
1186030663557,20250311,20250311,N,8600233691,6908303239670,498000
1186040208750,20250311,20250311,N,8002546105,3520250008467041,146000
1186040208768,20250311,20250311,N,8002546105,3520250008467066,205000
1186040208775,20250311,20250311,N,8002546105,3520250008467073,642000
1186040208782,20250311,20250311,N,8002546105,3520250008467080,143000
1186040208791,20250311,20250311,N,8002546105,3520250008467098,4395000
1186040208808,20250311,20250310,A,8002546105,3520250008467106,631000
1186040208808,20250311,20250311,N,8002546105,3520250008467113,3182000
1186040208822,20250311,20250311,N,8002546105,3520250008467059,927000
1203030583041,20250311,20250311,N,8902123573,6908303239348,471000
1204104416306,20250311,20250311,N,9000813591,4820250004841943,21280000
1204104416313,20250311,20250311,N,8002546105,4820250004788541,18000
1204104416320,20250311,20250311,N,8002546105,4820250004788559,1499000
1204104416338,20250311,20250311,N,8002546105,4820250004788566,16000
1204104416345,20250311,20250311,N,8002546105,4820250004788573,2904000
1204104416352,20250311,20250311,N,8002546105,4820250004788580,302000
1204104416361,20250311,20250311,N,8002546105,4820250004788598,85000
1204104416377,20250311,20250311,N,8002546105,4820250004788606,157000
1204104416384,20250311,20250311,N,8002546105,4820250004788613,29000
