1204104416391,20250311,20250311,N,8002546105,4820250004788620,49000
1204104416401,20250311,20250311,N,8002546105,4820250004788638,22000
1204104416417,20250311,20250311,N,8002546105,4820250004788645,86000
1204104416424,20250311,20250311,N,8002546105,4820250004793892,86000
1204104416431,20250311,20250311,B,8002546105,4820250004788652,15000
1204104416449,20250311,20250311,N,8002546105,4820250004788661,11000
1204104416456,20250311,20250311,N,8002546105,4820250004788677,140000
1204104416463,20250311,20250311,N,8002546105,4820250004788684,325000
1204104416470,20250311,20250311,N,8002546105,4820250004788691,50000
1204104416488,20250311,20250311,N,8002546105,4820250004788701,95000
1204104416495,20250311,20250311,N,8002546105,4820250004788717,316000
1204104416503,20250311,20250311,N,8002546105,4820250004788724,96000
1204104416510,20250311,20250311,N,8002546105,4820250004788731,196000
1204104416528,20250310,20250311,A,8002546105,4820250004788749,339000
1204104416535,20250310,20250311,A,8002546105,4820250004788756,63000
1204104416542,20250310,20250311,A,8002546105,4820250004788763,32000
1204104416551,20250310,20250311,A,8002546105,4820250004788770,1605000
1204104416567,20250310,20250311,A,8002546105,4820250004788788,112000
1204104416574,20250310,20250311,A,8002546105,4820250004788795,22000
1204104416581,20250310,20250311,A,8002546105,4820250004788803,85000
1204104416599,20250310,20250311,A,8002546105,4820250004788810,21000
1204104416607,20250310,20250311,A,8002546105,4820250004788828,47000
1204104416614,20250310,20250311,A,8002546105,4820250004788835,56000
1204104416621,20250310,20250311,A,8002546105,4820250004788842,358000
1204104416639,20250310,20250311,A,8002546105,4820250004788851,58000
1204104416646,20250310,20250311,A,8002546105,4820250004788867,42000
1204104416653,20250310,20250311,A,8002546105,4820250004788874,52000
1204104416660,20250311,20250311,N,8002546105,4820250004788881,273000
1204104416678,20250311,20250311,N,8002546105,4820250004788899,41000
1204104416685,20250311,20250311,N,8002546105,4820250004788907,55000
1204104416692,20250311,20250311,N,8002546105,4820250004788914,636000
1204104416700,20250311,20250311,N,8002546105,4820250004788921,619000
1204104416718,20250311,20250311,N,8002546105,4820250004788939,66000
1204104416725,20250311,20250311,N,8002546105,4820250004788946,29000
1204104416732,20250311,20250311,N,8002546105,4820250004788953,296000
1204104416741,20250311,20250311,N,8002546105,4820250004788960,19000
1204104416757,20250311,20250311,N,8002546105,4820250004788978,171000
1204104416764,20250311,20250311,N,8002546105,4820250004788985,97000
1204104416771,20250311,20250311,N,8002546105,4820250004788992,872000
1204104416789,20250311,20250311,N,8002546105,4820250004789002,47000
1204104416796,20250311,20250311,N,8002546105,4820250004789011,92000
1204104416804,20250311,20250311,N,8002546105,4820250004789027,39000
1204104416811,20250311,20250311,N,8002546105,4820250004789034,41000
1204104416829,20250311,20250311,N,8002546105,4820250004789041,41000
1204104416836,20250311,20250311,N,8002546105,4820250004789059,56000
1204104416843,20250311,20250311,N,8002546105,4820250004789066,69000
1204104416850,20250311,20250311,N,8002546105,4820250004789073,53000
1204104416868,20250311,20250311,N,8002546105,4820250004789080,168000
1204104416875,20250311,20250311,N,8002546105,4820250004789098,30000
1204104416882,20250311,20250311,N,8002546105,4820250004789106,67000
1204104416891,20250311,20250311,N,8002546105,4820250004789113,112000
1204104416908,20250311,20250311,N,8002546105,4820250004789120,87000
1204104416915,20250311,20250311,N,8002546105,4820250004789138,141000
1204104416922,20250311,20250311,N,8002546105,4820250004789145,9000
1204104416931,20250311,20250311,N,8002546105,4820250004789152,320000
1204104416947,20250311,20250311,N,8002546105,4820250004789161,52000
1204104416954,20250311,20250311,N,8002546105,4820250004789177,41000
1204104416961,20250311,20250311,N,8002546105,4820250004789184,51000
1204104416979,20250311,20250311,N,8002546105,4820250004789191,182000
1204104416986,20250311,20250311,N,8002546105,4820250004789201,69000
1204104416993,20250311,20250311,N,8002546105,4820250004789217,219000
1204104417003,20250311,20250311,N,8002546105,4820250004789224,231000
1204104417010,20250311,20250311,N,8002546105,4820250004789231,292000
1204104417028,20250311,20250311,N,8002546105,4820250004789249,564000
1204104417035,20250311,20250311,N,8002546105,4820250004789256,592000
1204104417042,20250311,20250311,N,8002546105,4820250004789263,53000
1204104417051,20250311,20250311,N,8002546105,4820250004789270,70000
1204104417067,20250311,20250311,N,8002546105,4820250004789288,149000
1204104417074,20250311,20250311,N,8002546105,4820250004789295,12000
1204104417081,20250311,20250311,N,8002546105,4820250004789303,88000
1204104417099,20250311,20250311,N,8002546105,4820250004789310,407000
1204104417107,20250311,20250311,N,8002546105,4820250004789328,634000
1204104417114,20250311,20250311,N,8002546105,4820250004789335,52000
1204104417121,20250311,20250311,N,8002546105,4820250004789342,580000
1204104417139,20250311,20250311,N,8002546105,4820250004789351,173000
1204104417146,20250311,20250311,N,8002546105,4820250004789367,103000
1204104417153,20250311,20250311,N,8002546105,4820250004789374,324000
1204104417160,20250311,20250311,N,8002546105,4820250004789381,32000
1204104417178,20250311,20250311,N,8002546105,4820250004789399,1548000
1204104417185,20250311,20250311,N,8002546105,4820250004789407,131000
1204104417192,20250311,20250311,N,8002546105,4820250004789414,25000
1204104417200,20250311,20250311,N,8002546105,4820250004789421,34000
1204104417218,20250311,20250311,N,8110012597,4820250004858771,387000
1204104417225,20250311,20250311,N,8110012597,4820250004858794,115000
1204104417232,20250311,20250311,N,8110012597,4820250004858762,60102000
1214030668166,20250311,20250311,N,82346723,4910052408505,498000
1228010587975,20250311,20250311,N,8600323002,4910052406548,67500000
1256010655556,20251311,20250311,N,10006565728,4910052408551,5000
1256010655563,20250311,20250311,N,668312421,4910052409202,20000
1287020605054,20250311,20250311,N,11148126180,4910052408813,120000
1299030539681,20250311,20250311,N,8020008338,3520250008382008,43527000
1314010527135,20250311,20250311,N,168930450,4910052408845,30000
1346020700064,20250311,20250311,N,669286107,4910052410267,100000
1348040601965,20250311,20250311,N,9017758515,4910052393795,319000
1374030757570,20250311,20250311,N,8050016321,3720250000047577,50566000
1374030757588,20250311,20250311,N,8050016321,3720250000047584,19290000
1374030757595,20250311,20250311,N,8050016321,3720250000047591,67376000
1374030757603,20250311,20250311,N,8050016321,3720250000047688,72475000
1374030757610,20250311,20250311,N,8050016321,3720250000047624,58389000
1374030757628,20250311,20250311,N,8050016321,3720250000047631,5659000
1374030757635,20250310,20250311,A,8050016321,3720250000047649,6919000
1374030757642,20250310,20250311,A,8050016321,3720250000047656,5529000
1531010542228,20250310,20250311,A,9018915595,4910052406254,161331000
1554010581909,20250310,20250311,A,10441005327,4910052409384,10000
1566010669792,20250310,20250311,A,8002519571,8820250000635902,10649000
1566010669800,20250310,20250311,A,8002519571,8820250000635894,3250000
1677030534303,20250311,20250311,N,8000063179,6908303239728,636000
